type,squareMeters,floor,floorCount,centreDistance,poiCount,ownership,hasBalcony,hasElevator,price
,59.6,,8,8.27,4,condominium,no,yes,843340
blockOfFlats,37.5,7,10,4.37,21,condominium,yes,yes,690000
blockOfFlats,80.3,1,9,5.41,21,condominium,yes,yes,1352500
blockOfFlats,75,1,3,11.04,19,condominium,yes,no,1150000
apartmentBuilding,37.59,7,8,3.34,14,condominium,no,yes,699000
,53.2,2,2,7.03,4,condominium,no,no,798000
,33.75,9,11,0.63,113,condominium,no,yes,875000
,49,3,10,4.68,4,condominium,no,yes,949000
,57,4,6,3.16,16,condominium,no,yes,986100
,51,1,9,10.82,0,cooperative,no,yes,780000
blockOfFlats,37.5,8,10,6.54,19,condominium,yes,yes,629000
tenement,58.19,1,4,3.7,29,condominium,no,no,1350000
apartmentBuilding,49,,2,10.21,2,condominium,no,yes,1075000
blockOfFlats,63,,8,6.66,11,condominium,yes,yes,985000
blockOfFlats,53.5,2,5,6.41,8,condominium,yes,yes,929000
blockOfFlats,36.95,2,4,3.75,38,condominium,no,yes,756000
apartmentBuilding,71.01,3,3,8.06,22,condominium,yes,yes,1170000
apartmentBuilding,66.81,3,3,7.59,4,condominium,yes,yes,1068000
blockOfFlats,59.29,4,4,4.47,16,condominium,yes,no,889000
blockOfFlats,89.4,4,4,6.08,9,condominium,yes,no,1150000
,43.29,2,6,6.6,19,condominium,yes,no,750000
blockOfFlats,66.2,3,3,7.03,0,condominium,no,no,1099000
blockOfFlats,62.4,,8,6.65,11,condominium,no,yes,985000
blockOfFlats,47.3,1,4,6.3,23,condominium,no,no,819999
blockOfFlats,48.1,2,3,3.97,23,condominium,no,no,770000
blockOfFlats,39.8,,4,7.97,6,condominium,no,yes,599000
blockOfFlats,52,6,6,6.65,5,condominium,yes,yes,799000
,48,8,12,10.58,3,cooperative,no,yes,749000
,74,1,4,7.03,4,cooperative,no,no,960000
apartmentBuilding,42.33,1,2,7.32,7,condominium,yes,yes,698445
blockOfFlats,135,1,3,6.47,5,condominium,yes,yes,2200000
blockOfFlats,53,4,4,4.61,11,condominium,yes,no,685000
tenement,64.9,4,5,1.36,84,condominium,no,no,1450000
tenement,31,1,5,1.16,74,condominium,yes,no,699000
apartmentBuilding,29,10,10,6.97,10,condominium,no,yes,722000
blockOfFlats,28,1,15,0.68,83,cooperative,no,yes,600000
tenement,33,5,5,4.07,34,condominium,yes,yes,669000
,51,1,5,10.58,3,condominium,no,yes,960000
,43.1,1,3,11.18,0,condominium,no,yes,899000
,64.2,1,4,11.18,0,condominium,no,,1180000
blockOfFlats,62,,3,3.46,21,condominium,no,no,1690000
apartmentBuilding,37,5,5,5.76,5,condominium,yes,yes,870000
blockOfFlats,48.1,2,3,4.15,30,condominium,no,no,770000
blockOfFlats,38.8,3,10,7.67,22,condominium,no,yes,689000
blockOfFlats,53.6,2,3,6,11,cooperative,yes,no,720000
tenement,69.46,1,4,0.54,62,condominium,yes,yes,1649000
tenement,92.11,1,2,3.5,26,condominium,yes,no,2650000
blockOfFlats,43.29,3,7,8.72,11,condominium,yes,yes,636000
,48,11,16,0.67,52,condominium,no,yes,999000
blockOfFlats,54.97,2,10,4.27,21,condominium,yes,yes,899000
apartmentBuilding,56,,3,15.63,4,condominium,yes,no,880000
blockOfFlats,33,,3,5.49,44,condominium,no,no,599000
blockOfFlats,47.5,8,10,6,15,condominium,yes,yes,705000
tenement,46.16,1,2,6.83,33,condominium,no,no,845000
apartmentBuilding,40.7,1,5,5.88,10,condominium,yes,yes,820000
blockOfFlats,46,5,11,7.16,11,condominium,yes,yes,799000
,37,2,7,4.44,41,cooperative,no,yes,710000
blockOfFlats,63.58,10,10,10.75,31,condominium,yes,yes,980000
,60,7,7,6.25,30,condominium,yes,no,885000
apartmentBuilding,40,5,5,5.64,41,condominium,yes,yes,666666
blockOfFlats,63,,3,8.53,18,condominium,yes,no,770000
blockOfFlats,65.31,6,11,6.4,14,condominium,yes,yes,770000
apartmentBuilding,52.9,,4,6.93,9,condominium,no,yes,899000
blockOfFlats,73,1,3,5.72,20,condominium,no,no,1076750
blockOfFlats,39,12,15,0.6,77,condominium,no,yes,765000
blockOfFlats,43.32,7,7,6,0,condominium,yes,yes,820914
,82.16,4,6,6.82,11,condominium,no,yes,1420000
apartmentBuilding,146.15,1,3,9.12,33,condominium,yes,yes,2920000
blockOfFlats,37,7,11,4.23,32,condominium,no,no,640000
blockOfFlats,33,2,3,11.49,13,condominium,no,no,544000
blockOfFlats,90.86,6,6,5.98,6,condominium,yes,yes,1980000
apartmentBuilding,47.5,2,6,2.93,35,condominium,no,yes,1277700
blockOfFlats,43.5,1,4,1.2,38,condominium,yes,yes,945000
apartmentBuilding,63,4,8,3.45,21,condominium,yes,yes,1500000
blockOfFlats,35.14,1,8,7.44,12,condominium,yes,yes,690000
blockOfFlats,34.5,,6,3.69,26,condominium,no,yes,655000
blockOfFlats,94,1,1,9.12,7,condominium,no,no,1250000
,60,12,15,4.68,4,cooperative,no,yes,1099000
,50,9,10,10.58,3,cooperative,no,yes,749000
tenement,104,4,4,2.22,27,cooperative,no,no,1560000
blockOfFlats,70,8,12,6.01,19,condominium,no,yes,1049500
blockOfFlats,46.14,1,12,4.4,20,condominium,no,yes,830000
apartmentBuilding,78,4,7,5.28,14,condominium,yes,yes,1790000
apartmentBuilding,96.3,3,9,0.66,67,condominium,yes,yes,2700000
blockOfFlats,52.89,3,9,5.94,15,cooperative,yes,yes,735000
tenement,46.16,1,3,6.89,38,condominium,no,no,851000
blockOfFlats,84.2,2,6,7.39,18,condominium,no,yes,1910000
,72.36,3,4,6.84,8,condominium,yes,yes,1200000
blockOfFlats,104,3,4,4.38,18,condominium,yes,no,2050000
blockOfFlats,108.6,1,3,12.16,27,cooperative,yes,no,2260000
blockOfFlats,40.7,4,7,5.42,5,condominium,yes,yes,794500
blockOfFlats,59,6,7,6.3,18,condominium,yes,yes,1150000
blockOfFlats,50.37,1,10,7.73,10,cooperative,yes,yes,690000
blockOfFlats,48.1,2,3,4.19,27,condominium,no,no,770000
blockOfFlats,40.7,2,7,5.42,5,condominium,yes,yes,794500
blockOfFlats,38,8,10,4.99,16,condominium,no,yes,729000
blockOfFlats,43.2,1,6,6.92,29,condominium,yes,yes,630000
blockOfFlats,73.3,5,7,6.43,8,condominium,yes,yes,1280000
blockOfFlats,48.85,3,12,6.13,19,cooperative,yes,yes,930000
blockOfFlats,38,2,3,1.92,56,condominium,yes,no,799000
blockOfFlats,42.5,1,13,9.05,0,condominium,yes,yes,720000
blockOfFlats,40.7,1,7,5.42,5,condominium,yes,yes,794500
blockOfFlats,40.7,3,7,5.42,5,condominium,yes,yes,794500
blockOfFlats,35.4,2,4,2.93,19,cooperative,yes,no,770000
blockOfFlats,48,9,10,6.7,13,cooperative,yes,yes,880000
blockOfFlats,47,9,10,9.32,21,cooperative,yes,yes,799000
blockOfFlats,37.2,1,4,4.55,12,condominium,yes,no,670000
,81,12,12,5.46,10,condominium,no,yes,1045000
apartmentBuilding,45.17,1,3,10.05,16,condominium,yes,yes,725000
blockOfFlats,47,2,4,7.53,17,condominium,yes,no,750000
,122,,2,12.8,12,condominium,yes,no,2300000
blockOfFlats,60,2,10,5.84,19,condominium,yes,no,850000
apartmentBuilding,35,2,7,8.89,11,condominium,yes,yes,695000
apartmentBuilding,150,3,10,1.06,72,cooperative,no,yes,2830000
apartmentBuilding,39.7,1,5,6.66,35,condominium,no,yes,790000
apartmentBuilding,71.48,1,4,11.18,0,condominium,no,yes,1799000
apartmentBuilding,55.51,2,2,12.76,6,condominium,yes,yes,899000
,30,5,8,2.19,22,cooperative,no,yes,619000
apartmentBuilding,44.64,2,6,5.48,18,condominium,yes,yes,1100640
blockOfFlats,40.11,1,4,8.64,16,condominium,no,yes,859000
tenement,83,2,2,3.48,28,condominium,no,no,1995000
blockOfFlats,57.5,2,3,2.06,26,condominium,yes,no,1145000
apartmentBuilding,99.26,,4,8.99,35,condominium,no,yes,1699000
blockOfFlats,36,4,6,7.66,4,condominium,yes,yes,589000
apartmentBuilding,46.1,2,4,8.65,17,condominium,yes,no,968100
apartmentBuilding,83.44,,8,10.11,25,condominium,yes,yes,1399000
tenement,33,2,6,3.59,40,condominium,no,yes,549000
blockOfFlats,81.7,3,3,9.89,11,condominium,yes,no,1380000
blockOfFlats,37.7,9,10,3.74,10,condominium,yes,yes,639900
blockOfFlats,59.37,1,4,8.65,15,cooperative,no,,775000
blockOfFlats,37.5,8,10,4.31,18,condominium,yes,yes,675000
apartmentBuilding,97,1,1,8.69,20,condominium,yes,yes,2250000
blockOfFlats,43,2,4,4.05,14,condominium,yes,no,749000
blockOfFlats,56.28,5,10,3.97,27,condominium,yes,yes,870000
,65.41,2,3,4.94,13,condominium,yes,no,1370000
blockOfFlats,56.1,3,3,10.39,12,condominium,yes,no,756789
tenement,41.7,,5,1.16,118,condominium,no,no,1050000
,39.71,2,3,6.86,8,condominium,no,no,663157
blockOfFlats,58.4,6,8,13.31,11,condominium,yes,yes,870000
blockOfFlats,59,3,4,5.81,12,condominium,no,,699999
blockOfFlats,59,2,4,10.13,18,condominium,no,yes,799999
tenement,32.31,2,4,1.7,31,condominium,yes,no,699000
blockOfFlats,28.27,9,9,2.25,21,cooperative,no,yes,530000
tenement,49.36,4,7,1.86,48,condominium,yes,yes,1250000
,62.33,1,8,2.77,27,condominium,yes,no,1660000
apartmentBuilding,47,,2,12.86,3,condominium,no,yes,710000
,59,1,4,11.18,0,condominium,no,,1299000
,47,2,10,7.04,8,condominium,no,yes,660000
blockOfFlats,48.1,2,3,4.14,30,condominium,no,no,770000
apartmentBuilding,31.47,2,4,6.61,3,condominium,no,yes,650000
apartmentBuilding,92,4,4,7.88,1,condominium,yes,yes,1450000
blockOfFlats,40.6,7,8,0.74,117,condominium,no,yes,893000
blockOfFlats,57.2,6,10,5.42,13,condominium,yes,yes,855000
apartmentBuilding,70,25,25,1.06,69,condominium,no,yes,1680000
blockOfFlats,54,,9,2,54,condominium,no,yes,950000
tenement,105,3,4,2.38,50,condominium,no,,2299900
tenement,39,4,5,2.68,47,condominium,no,yes,845000
blockOfFlats,54,,9,2,54,condominium,no,yes,950000
,37.2,1,4,4.91,6,cooperative,yes,no,730000
tenement,43,3,5,4.48,24,condominium,no,yes,984000
apartmentBuilding,44,5,7,8.15,11,condominium,yes,yes,924000
blockOfFlats,53,3,10,3.69,47,condominium,yes,yes,970000
blockOfFlats,30.82,3,5,1.41,90,cooperative,yes,yes,780000
blockOfFlats,55,4,4,11.99,21,condominium,no,yes,825000
,55.6,1,10,5.79,20,condominium,yes,no,699000
apartmentBuilding,90,,,9.26,25,condominium,no,yes,2025000
,38,2,4,3.66,45,cooperative,no,no,607000
,38,6,12,3.24,31,cooperative,no,yes,725000
,37,2,5,4.77,22,condominium,no,no,699000
,35,5,5,3.24,31,condominium,no,,750000
apartmentBuilding,82,2,4,7.16,18,cooperative,yes,yes,1517000
,61,3,3,3.82,56,condominium,no,yes,1370000
tenement,62.3,2,6,1.52,59,condominium,no,yes,1395000
apartmentBuilding,47.98,4,21,0.77,88,condominium,no,yes,1223480
blockOfFlats,46,5,10,7.16,11,condominium,yes,yes,829000
blockOfFlats,47.43,2,3,7.29,11,condominium,yes,yes,950000
blockOfFlats,119,10,12,1.03,73,condominium,no,yes,2618000
blockOfFlats,72,12,13,5.52,6,cooperative,yes,yes,1188000
blockOfFlats,49.29,5,7,4.5,12,condominium,yes,yes,949000
tenement,52,3,4,5.26,31,condominium,no,no,730000
blockOfFlats,80.03,2,10,5.59,19,cooperative,no,yes,1352500
apartmentBuilding,55,3,6,6.16,19,condominium,yes,yes,1155000
blockOfFlats,68.5,4,4,7.89,10,condominium,yes,yes,1115000
apartmentBuilding,39.71,1,5,6.55,33,condominium,yes,yes,790000
apartmentBuilding,63.42,3,6,9.11,7,condominium,yes,yes,947600
blockOfFlats,57.7,3,4,3.29,10,condominium,yes,no,905000
blockOfFlats,37.92,1,7,10.55,6,condominium,yes,yes,605000
,105.2,4,8,1.03,73,condominium,no,yes,2100000
,60,2,2,4.77,22,cooperative,no,yes,850000
,57,7,15,8.54,10,condominium,no,yes,929000
apartmentBuilding,49.56,1,7,1.9,32,condominium,yes,yes,1120000
,59.8,10,10,10.41,16,condominium,yes,no,849900
blockOfFlats,60.9,5,5,4.77,25,condominium,yes,yes,1180000
blockOfFlats,61.4,5,12,4.65,16,condominium,yes,yes,1200000
blockOfFlats,82.7,1,3,7.85,6,condominium,no,no,1238900
apartmentBuilding,51.24,6,6,5.21,2,condominium,yes,yes,1030000
tenement,94,2,3,3.38,20,condominium,no,no,1990000
blockOfFlats,134.28,4,5,5.84,7,condominium,yes,no,1999000
,56.97,3,3,1.72,38,condominium,no,no,1190000
apartmentBuilding,52,4,8,2.59,56,condominium,yes,yes,1450000
blockOfFlats,37,,3,7.82,14,condominium,no,no,589000
blockOfFlats,47,2,10,6.67,13,condominium,yes,yes,649000
blockOfFlats,37.1,,3,7.74,17,condominium,yes,no,589000
,45,3,8,13.7,7,condominium,yes,yes,717000
,44.3,3,8,13.7,7,condominium,no,yes,717000
,54.2,2,5,2.55,29,condominium,no,no,879000
tenement,66.35,2,2,3.64,39,condominium,no,no,1250000
,46,2,3,3.75,32,condominium,yes,no,910000
,44,5,7,8.13,11,condominium,no,yes,924000
,70.1,,10,5.18,15,condominium,yes,no,1069000
blockOfFlats,51.83,,3,3.13,21,condominium,no,no,758000
,38,5,10,7.15,23,condominium,yes,yes,749000
,41,7,7,4.45,18,cooperative,yes,yes,812000
blockOfFlats,48,1,3,4.53,0,condominium,yes,yes,799000
,88,2,4,3.47,52,condominium,yes,no,1320000
apartmentBuilding,51,2,8,13.31,11,condominium,yes,yes,669000
blockOfFlats,58,2,6,11.97,27,condominium,yes,no,1125000
blockOfFlats,61.6,1,3,7.02,20,condominium,no,no,849000
apartmentBuilding,40.19,4,7,3.17,15,condominium,yes,yes,1099000
blockOfFlats,76.31,1,5,8.63,27,condominium,yes,yes,1163000
,36,,4,2.72,16,condominium,no,,919000
blockOfFlats,47.5,3,3,4.03,33,cooperative,yes,no,759000
tenement,42.7,2,6,7.39,18,condominium,no,no,865000
blockOfFlats,133.5,4,5,5.5,14,cooperative,yes,yes,1800000
,67,,3,12.02,1,condominium,no,no,1050000
blockOfFlats,54.5,3,9,3.83,22,condominium,no,yes,947000
,37.2,1,4,4.73,6,condominium,yes,no,670000
tenement,42,3,3,2.12,79,condominium,no,no,1099000
,45,3,5,5.05,11,condominium,no,yes,886000
,55,5,5,5.72,17,condominium,no,yes,970000
,42,7,7,4.68,4,cooperative,no,,599000
blockOfFlats,48.5,3,3,4.12,28,condominium,yes,no,850000
blockOfFlats,92.1,4,5,11.9,21,condominium,yes,yes,1250000
blockOfFlats,47.33,3,4,8.89,15,condominium,yes,no,579000
blockOfFlats,66.3,3,3,10.44,2,condominium,no,no,825000
blockOfFlats,51.5,4,5,10.36,8,condominium,yes,yes,797000
blockOfFlats,70.2,5,6,7.06,7,condominium,yes,yes,1077000
blockOfFlats,47,2,10,7.43,14,cooperative,yes,yes,649000
,88,2,4,7.5,4,condominium,no,,1400000
,49,2,10,6.99,19,condominium,yes,no,760000
,47,2,10,8.67,2,cooperative,yes,yes,649000
blockOfFlats,52.8,10,11,1.22,75,condominium,yes,yes,1129000
blockOfFlats,84,,3,7.79,10,condominium,yes,no,1220000
blockOfFlats,64,5,12,6.81,23,condominium,yes,yes,990000
apartmentBuilding,47.34,2,5,7.19,23,condominium,yes,yes,800000
blockOfFlats,37,9,10,6.53,17,condominium,yes,yes,699000
blockOfFlats,29.9,1,7,5.44,5,condominium,yes,yes,550000
blockOfFlats,42.86,1,4,6.35,23,condominium,yes,no,698000
blockOfFlats,41.25,2,2,9.23,4,condominium,no,no,550000
,26,7,10,4.27,42,condominium,no,yes,499000
tenement,42.23,4,5,4.68,4,condominium,no,yes,900000
blockOfFlats,75,2,4,7.51,5,condominium,yes,yes,1350000
,45.65,6,8,7.46,11,condominium,no,yes,620000
,47.7,1,4,3.92,42,condominium,no,,996900
blockOfFlats,65.41,2,3,4.9,14,condominium,yes,yes,1330000
apartmentBuilding,39.23,1,2,5.37,5,condominium,no,yes,900000
apartmentBuilding,70.06,4,4,13.37,9,condominium,no,no,1150000
,49.15,4,4,8.05,19,condominium,yes,no,740000
blockOfFlats,57.2,,2,6.64,36,condominium,no,no,890000
blockOfFlats,52.5,2,12,7.65,11,cooperative,yes,yes,769000
blockOfFlats,27.81,4,5,5.51,5,condominium,yes,yes,672000
apartmentBuilding,104.42,2,8,5.16,20,condominium,no,yes,2995000
apartmentBuilding,49,2,3,6.34,10,condominium,yes,no,870000
blockOfFlats,44,,4,11.98,14,condominium,no,yes,697000
apartmentBuilding,75,4,5,9.96,3,condominium,no,yes,1059613
blockOfFlats,37,7,11,4.32,26,cooperative,no,yes,640000
apartmentBuilding,36.37,1,4,7.09,8,condominium,yes,yes,570000
blockOfFlats,31.27,7,7,6,13,condominium,yes,yes,580000
blockOfFlats,83.1,3,3,8.9,15,condominium,yes,no,1062400
blockOfFlats,36,6,10,2.2,22,cooperative,no,yes,750000
apartmentBuilding,66.68,1,6,7.81,11,condominium,yes,yes,1466960
blockOfFlats,64,11,12,5.67,13,condominium,yes,yes,900000
blockOfFlats,35,1,6,0.59,64,cooperative,no,yes,760000
blockOfFlats,85.41,9,17,5.81,52,condominium,yes,yes,2468349
blockOfFlats,72.05,2,3,7.68,3,condominium,yes,no,1190000
apartmentBuilding,39.13,1,4,9.26,4,condominium,yes,yes,599000
,37,9,10,4.68,4,condominium,no,yes,709000
,33.48,3,4,10.82,0,condominium,no,,599000
blockOfFlats,50.9,1,9,6.36,15,condominium,yes,yes,895000
blockOfFlats,42,3,7,7.75,11,condominium,yes,yes,860000
apartmentBuilding,55,1,3,1.84,7,condominium,yes,yes,1190000
blockOfFlats,37.68,,2,8.06,12,condominium,no,yes,599000
,81.6,3,3,12.54,0,condominium,no,no,1390000
,48,,4,3.16,16,cooperative,no,,795000
blockOfFlats,54,1,11,2.37,33,condominium,yes,yes,1134000
blockOfFlats,37,2,8,4.13,17,condominium,yes,yes,665000
blockOfFlats,57.3,2,12,6.37,17,condominium,no,yes,790000
blockOfFlats,39,,11,4.79,22,condominium,no,no,699999
blockOfFlats,30.21,10,13,2.93,19,condominium,no,yes,780000
blockOfFlats,63,3,3,9.76,16,condominium,yes,yes,850000
blockOfFlats,56,,4,4.36,18,condominium,no,no,945000
blockOfFlats,55.16,2,4,4.15,22,condominium,yes,no,899000
blockOfFlats,51.48,11,11,6.17,19,condominium,yes,yes,770000
apartmentBuilding,74.16,11,14,7.93,6,condominium,yes,yes,1431288
apartmentBuilding,49.6,4,5,11.59,31,condominium,yes,yes,899900
apartmentBuilding,99,,4,2.51,21,condominium,no,yes,1655000
tenement,82,,3,2.01,39,condominium,no,no,1968000
blockOfFlats,80.03,2,10,5.65,18,condominium,yes,yes,1352500
blockOfFlats,47,6,10,5.04,10,condominium,yes,yes,869000
apartmentBuilding,38.5,4,7,1.08,57,condominium,no,yes,995000
blockOfFlats,51.4,1,7,13.46,6,condominium,yes,yes,640000
tenement,41.6,2,3,1.4,64,condominium,no,no,850000
blockOfFlats,80.03,2,10,5.78,13,condominium,yes,yes,1352500
blockOfFlats,39,9,10,2.7,19,condominium,no,yes,787800
apartmentBuilding,135,1,2,9.94,7,condominium,yes,yes,2630000
blockOfFlats,44,,4,12.08,15,condominium,no,no,630000
blockOfFlats,43.5,,4,10.82,0,condominium,no,no,630000
blockOfFlats,47,6,10,5.04,10,condominium,yes,yes,869000
,39.5,10,15,0.56,82,condominium,yes,no,890000
apartmentBuilding,78,3,3,5.79,49,condominium,yes,yes,1540000
blockOfFlats,47.8,4,4,4.5,17,condominium,yes,no,768000
,34,5,5,3.16,16,condominium,no,no,697000
blockOfFlats,54.5,5,9,3.88,23,condominium,yes,yes,899000
blockOfFlats,85.46,1,4,9.63,8,condominium,yes,yes,1599000
blockOfFlats,57.3,2,12,6.54,17,condominium,yes,yes,790000
apartmentBuilding,36,2,5,7.77,6,condominium,yes,yes,765000
blockOfFlats,70,3,4,6.51,11,condominium,yes,yes,1295000
tenement,44.59,,3,3.02,28,condominium,no,no,899999
,46.16,2,4,4.77,22,condominium,no,yes,800000
blockOfFlats,33.14,2,4,1.8,39,condominium,no,no,660000
blockOfFlats,78,3,4,11.98,20,condominium,yes,no,1085000
,45.2,2,2,4.69,17,condominium,yes,yes,926600
,44,6,7,10.67,3,condominium,no,yes,589000
blockOfFlats,59,3,4,5.41,40,condominium,yes,no,869000
tenement,34.3,2,3,4.33,31,condominium,yes,no,668000
,82.16,4,6,6.94,17,condominium,no,yes,1420000
apartmentBuilding,37,1,9,2.04,44,condominium,yes,no,1063000
blockOfFlats,42,,10,6.31,19,condominium,yes,yes,659999
blockOfFlats,48,10,17,6.29,20,condominium,yes,yes,850000
,39,4,4,9.59,4,condominium,no,,699000
blockOfFlats,37.1,3,4,4.24,16,cooperative,no,,639000
,37.96,1,5,3.24,31,condominium,no,yes,739000
,48,3,10,3.24,31,cooperative,no,yes,690000
blockOfFlats,65,2,3,10.65,19,condominium,no,no,1169000
blockOfFlats,82.16,4,6,7.19,5,condominium,yes,yes,1420000
blockOfFlats,80.03,2,10,5.72,13,condominium,yes,yes,1352500
blockOfFlats,60.2,10,11,6.23,17,cooperative,no,yes,890000
blockOfFlats,57.3,2,12,6.34,18,condominium,no,yes,790000
blockOfFlats,45.65,1,3,5.25,34,condominium,no,no,805000
blockOfFlats,63.4,9,10,7.24,13,condominium,no,yes,1045000
,44,,8,13.49,6,condominium,no,yes,565000
tenement,37.43,1,3,5.55,20,condominium,no,no,560000
blockOfFlats,40,2,7,5.92,19,condominium,yes,yes,695000
blockOfFlats,49,5,10,4.75,20,condominium,yes,yes,929000
blockOfFlats,57,5,10,6.83,14,condominium,yes,yes,1050000
tenement,36.35,,3,5.07,20,condominium,no,no,565000
blockOfFlats,47.8,2,10,4.69,12,cooperative,yes,yes,799000
tenement,37.83,1,4,6.91,19,condominium,no,no,643110
blockOfFlats,48.7,2,6,7.62,10,condominium,no,yes,960000
,49,1,3,12.54,0,cooperative,no,no,699990
,38,,4,4.13,30,condominium,no,yes,650000
,41,5,5,4.01,32,condominium,no,yes,690000
,115.3,1,5,4.48,17,condominium,yes,no,2600000
apartmentBuilding,54.85,,3,3.69,36,condominium,no,yes,1590000
blockOfFlats,68.8,1,10,9.33,22,condominium,no,yes,899000
,41.5,1,10,5.85,18,condominium,no,yes,597000
blockOfFlats,48.5,5,10,7.03,18,condominium,yes,yes,799000
blockOfFlats,58.2,2,4,3.44,20,condominium,yes,no,959000
blockOfFlats,52.47,,2,11.21,6,condominium,yes,yes,619146
tenement,28.76,2,3,4.23,38,condominium,no,no,595000
,50.7,2,3,14.59,3,condominium,yes,no,625000
,49.91,2,10,7.07,10,cooperative,yes,yes,760000
tenement,34.89,3,3,6.6,10,condominium,no,no,621000
,43.2,1,6,6.73,34,condominium,yes,yes,647957
apartmentBuilding,69,2,3,7.49,6,condominium,no,yes,1090000
apartmentBuilding,61.94,,3,12,1,condominium,yes,no,774250
apartmentBuilding,50,2,3,12,1,condominium,yes,no,599000
blockOfFlats,30.94,2,10,5.58,14,condominium,yes,yes,650000
,92,4,10,6.67,14,condominium,yes,yes,1330000
,54.6,2,4,6.28,11,condominium,yes,no,885000
,44,1,5,7.31,14,condominium,no,yes,980000
,69,3,3,5.31,10,condominium,no,no,1365000
tenement,42.2,4,5,2.28,27,condominium,no,yes,885000
blockOfFlats,47,2,10,7.01,10,condominium,yes,yes,649000
,45,5,5,10.29,0,condominium,yes,yes,675000
blockOfFlats,38.42,2,3,7.45,9,condominium,yes,no,619000
,47,1,4,10.82,0,condominium,no,yes,790000
,56.28,5,10,4.77,22,condominium,no,no,870000
blockOfFlats,47,2,9,2.05,39,condominium,yes,yes,959000
,48.5,3,10,7.93,12,condominium,yes,yes,649000
,40.64,1,5,10.12,8,condominium,yes,yes,780000
tenement,71.46,5,7,2.89,19,condominium,yes,yes,949000
apartmentBuilding,43.02,3,8,5.02,24,condominium,yes,yes,1095000
blockOfFlats,46.3,3,4,9.45,17,condominium,no,no,739000
tenement,64.3,3,6,1.09,122,condominium,no,yes,1449000
,43,1,2,10.15,6,condominium,no,no,529000
apartmentBuilding,29.61,1,4,8.38,3,condominium,yes,yes,499000
apartmentBuilding,44.93,,4,6.52,8,condominium,yes,yes,1159000
apartmentBuilding,105.49,,3,10.25,2,condominium,yes,yes,2099000
blockOfFlats,79,2,3,10.65,19,cooperative,no,no,1230000
blockOfFlats,50.9,1,9,5.75,6,condominium,yes,yes,825000
blockOfFlats,50.3,,11,6.44,20,condominium,yes,yes,759000
,54,4,4,7.23,19,condominium,yes,no,799000
,36,3,3,4.77,22,condominium,no,no,560000
blockOfFlats,65.6,1,3,12.46,1,condominium,no,no,859000
blockOfFlats,26.5,2,4,7.4,31,condominium,no,no,510000
blockOfFlats,38.5,3,10,4.71,15,condominium,yes,yes,590000
apartmentBuilding,65.93,4,6,7.7,9,condominium,yes,yes,1179000
blockOfFlats,62.56,1,5,11.29,31,condominium,yes,yes,1099000
blockOfFlats,64,1,2,9.73,3,condominium,yes,yes,1250000
blockOfFlats,34.56,2,6,4.83,10,condominium,yes,yes,650000
apartmentBuilding,37.4,2,6,6.16,1,condominium,yes,yes,749000
apartmentBuilding,65.86,2,6,7.7,9,condominium,yes,yes,1179000
,53,3,7,1.98,19,condominium,no,no,1361000
blockOfFlats,51,1,9,9.92,11,condominium,yes,yes,780000
blockOfFlats,46.5,2,10,2.53,23,condominium,yes,yes,995000
blockOfFlats,57.3,2,12,6.38,17,condominium,no,yes,799000
blockOfFlats,27,1,15,0.76,52,condominium,no,yes,659000
,65,,8,6.75,6,condominium,yes,no,985000
blockOfFlats,85.17,1,3,8.9,6,condominium,yes,no,1200000
blockOfFlats,59,7,7,8.74,11,condominium,yes,yes,997100
blockOfFlats,47,4,4,7.56,21,condominium,yes,no,699000
blockOfFlats,49.8,5,10,6.08,12,cooperative,yes,yes,880000
blockOfFlats,93,4,10,6.67,14,cooperative,yes,yes,1350000
blockOfFlats,53,5,5,5.74,15,cooperative,yes,no,970000
blockOfFlats,53.08,1,10,5.89,20,condominium,no,yes,900000
tenement,56.13,,3,6.38,10,condominium,no,no,895000
blockOfFlats,55,4,4,4.83,14,condominium,yes,yes,1150000
apartmentBuilding,34.8,1,8,7.01,23,condominium,no,yes,650000
tenement,32,5,5,1.69,69,condominium,yes,yes,920000
apartmentBuilding,46,,5,6.36,15,condominium,no,yes,919000
blockOfFlats,38.5,1,4,6.76,14,cooperative,yes,no,630000
,40.7,1,5,4.77,22,condominium,no,yes,820000
,37.2,2,4,6.9,8,cooperative,no,,650000
,37,,,8.54,10,condominium,no,,750000
,37,,10,4.13,30,condominium,no,yes,700000
,37,7,11,4.68,4,cooperative,no,yes,669000
,50.4,,,4.77,22,condominium,no,,870000
,37,,,4.77,22,condominium,no,,750000
blockOfFlats,107.16,5,6,12.2,34,condominium,no,yes,1725000
apartmentBuilding,32,5,7,3.03,24,condominium,no,yes,835000
blockOfFlats,56.28,5,10,3.97,27,condominium,yes,yes,870000
blockOfFlats,37,2,8,4.13,17,cooperative,no,yes,645000
blockOfFlats,58,7,9,2.25,24,condominium,yes,yes,1300000
apartmentBuilding,44.88,2,4,1.71,52,condominium,yes,no,889000
tenement,57.37,2,3,4.77,22,condominium,no,no,900000
apartmentBuilding,73.08,8,8,3.45,29,condominium,yes,yes,1950000
apartmentBuilding,84,2,5,10.19,17,condominium,yes,yes,1300000
tenement,44.88,2,4,1.74,47,condominium,yes,no,889000
blockOfFlats,27,,4,4.15,18,condominium,no,no,523000
